Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/15/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Greece,GRC,"Population ages 0-14, male",SP.POP.0014.MA.IN,1179970,1192962,1191602,1180576,1171805,1171328,1165531,1170687,1179918,1184477,1182451,1185663,1183541,1174592,1165928,1167998,1170824,1175762,1182716,1186380,1182135,1184005,1176620,1165077,1151778,1137204,1118795,1097879,1074480,1050432,1030968,1013164,993736,973395,950329,924318,910042,891684,872195,853816,840242,833023,828829,826983,826310,825686,832627,839967,847307,853304,856071,854180,845074,832277,820438,810082,795991,786659,778145,768079,754753
Greece,GRC,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,40.6,40.4,39.7,38.5,37.1,35.9,35.2,34.6,33.3,31.1,28.9,27.3,26.5,26,25.7,25.1,24.1,22.8,21.4,20,18.7,17.5,16.4,15.5,14.7,14,13.2,12.2,11.3,10.5,9.8,9.3,8.9,8.6,8.3,8,7.7,7.3,6.9,6.5,6.1,5.6,5.3,4.9,4.6,4.3,4.1,3.9,3.7,3.7,3.7,3.7,3.8,3.9,4,4.1,4.2,4.1,4,3.9,3.8
Greece,GRC,"International migrant stock, total",SM.POP.TOTL,52495,,,,,68707,,,,,89572,,,,,123472,,,,,171755,,,,,309261,,,,,618139,,,,,857850,,,,,1111665,,,,,1190707,,,,,1269749,,,,,1242514,,,,,
Greece,GRC,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.13000011,15.72000027,15.06000042,13.56000042,13.02000046,12.27000046,12.47999954,11.98999977,10.84000015,9.930000305,8.909999847,11.07999992,14.63000011,20.31999969,27.69000053,31.14999962,30.20000076,27.62000084,26.18000031,23.89999962,21.80999947,19.67000008,18.52000046
Greece,GRC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.81283648,34.63430852,35.47844376,35.70312973,35.83903086,36.17773595,36.93546405,37.14983683,38.21483098,38.89627735,38.95479372,38.75315399,39.09223573,39.41974622,40.16221926,40.32134531,40.57509916,40.69899925,40.83320378,41.57975842,42.14674644,42.55557839,43.0390983,43.06739034,43.58820258,44.08587811,44.226223,44.01139879,43.76342563,43.80832578,43.7076507
Greece,GRC,"Labor force with basic education, male (% of male working-age population with basic education)",SL.TLF.BASC.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19999695,64.29000092,63.84000015,63.54000092,62.86999893,61.22000122,56.52000046,54.59000015,54.45999908,53.74000168,53.02999878,54.13999939,52.29000092,52.04999924,53.59999847,53.18000031,55.34999847,55.43999863,53.68000031,51.02000046,49.15000153,47.88000107,46.34000015,45.29000092,44.27999878,43.15999985,41.99000168,39.06000137,36.83000183
Greece,GRC,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.83000183,47.38999939,46.72000122,46.74000168,46.11000061,45.72000122,45.20999908,43.56000137,42.15000153,41.95000076,39.61000061,38.93000031,38.59999847,36.24000168,36,36.04000092,35.34000015,35.00999832,35.27000046,35.59999847,36.20999908,36.63999939,36.99000168,35.97000122,34.95999908,34.09000015,34.06999969,33.47999954,31.89999962,
Greece,GRC,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",SI.POV.MDIM.17.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.2129188,617.6169922,737.2654765,810.4439746,853.0987015,859.3361729,905.2596664,902.6740385,945.6602645,906.1637813,833.2302492,803.6968744,802.879724,825.1708138,876.0669729,891.6072491,1087.730085,1109.670158,1137.773876,1251.409278,
Greece,GRC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24332571,7.9878397,8.23378086,8.44915676,8.09390354,8.56466961,8.25866985,8.39808178,8.82774258,9.40688515,9.59662342,9.19330311,8.92377281,8.36682224,7.90779018,8.06892395,8.32109451,8.10309219,7.95876884,7.83788586,
Greece,GRC,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,80
Greece,GRC,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
Greece,GRC,"Maternal mortality ratio (national estimate, per 100,000 live births)",SH.STA.MMRT.NE,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,3,5,4,1,3,6,1,2,0,4,0,7,6,0,4,1,2,3,0,3,2,0,4,6,4,1,0,4,6,,,,,
Greece,GRC,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,9.5,9.3,9.3,9.2,8.7,8.9,9,8.7,8.7,8.8,8.7,8.9,8.7,8.1,8.1,8.2,8,8,8,
Greece,GRC,Number of deaths ages 20-24 years,SH.DTH.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,672,657,641,627,618,612,611,613,615,612,605,596,586,575,558,532,499,462,425,390,348,310,278,253,235,222,212,205,198,191
Greece,GRC,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.20131,20.26908,,,,
Greece,GRC,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.DO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.540329993,0.486739993,0.511479974,,,,0.716400027
Greece,GRC,"Trained teachers in secondary education, male (% of male teachers)",SE.SEC.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,,,,,,,,,,,,98301,112311,123081,133361,134117,132591,131521,124728,125039,106575,100425,108212,75384,99986,101543,109415,118437,131471,133753,130738,134949,149724,134322,137635,131874,133895,135365,132371,101362,119644,134515,162498,134099,124596,137334,124970,109031,,,111738,114876,122477,124944,115171,106822,103928,103933,,,
Greece,GRC,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",SE.SEC.CUAT.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,32.86613846,,,,,,,,,,,,,,,,,,,,,,,,63.0180397,64.96608734,66.16847229,66.57824707,,66.9993515,,,,71.67360687,73.20011902,68.34368896,,,,77.78988647
Greece,GRC,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,,,29336,29330,28212,29773,30458,30953,32629,34664,35735,36246,37315,37947,37310,36825,37942,37994,37947,39125,40370,42485,43599,42991,42045,43789,44168,45128,46785,47662,47684,48104,50012,51606,54599,58395,58777,61251,62114,,,,,69227,66735,66551,66755,69716,69214,70598,74311,
Greece,GRC,"Over-age students, primary, female (% of female enrollment)",SE.PRM.OENR.FE.ZS,,,,,,,,,,,,3.94812,4.00683,3.56112,3.01882,2.72653,2.43393,2.30512,2.06795,1.9588,1.79279,1.62598,1.4724,1.21375,1.09428,0.92795,0.73295,0.31633,0.29609,0.28384,0.31814,0.3777,0.423,0.43611,0.51045,0.42061,0.36987,1.30045,1.62876,1.61332,1.68792,1.77694,1.99743,1.97104,1.7287,1.71973,1.80184,1.36231,,,1.53276,1.20976,1.24783,1.22882,1.15924,1.32378,1.14675,1.11669,,,
Greece,GRC,"Primary education, duration (years)",SE.PRM.DURS,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Greece,GRC,"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,,,,,,,,,,,,0.484030008,0.505550027,0.553390026,0.577139974,0.582790017,0.626540005,0.647610009,0.642350018,0.687579989,0.701839983,0.776419997,0.824360013,0.882809997,0.997240007,1.040310025,1.059880018,1.063230038,1.046360016,1.032760024,1.052719951,,1.016039968,1.040910006,0.939320028,1.049250007,1.009260058,0.994899988,1.081339955,1.088750005,1.081339955,1.123829961,1.124609947,1.109519958,1.130679965,1.103019953,1.087350011,1.066679955,,,1.063740015,1.057420015,1.055179954,1.044190049,1.039100051,,1.017179966,1.005589962,1.000409961,1.01978004,
Greece,GRC,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),per_lm_alllm.cov_q2_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Net secondary income (Net current transfers from abroad) (current US$),NY.TRF.NCTR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157828377.9,-1666285245,-936389336.5,-1692011670,-1727179285,-1971105365,-870753657.4,1964848913,-1041415670,-672419424.4,-615410820.7,-199129494.6,-511375082,505659919.2,296032103.1
Greece,GRC,GNI per capita (current LCU),NY.GNP.PCAP.CN,46.46481971,52.83361018,55.16480192,62.23104206,70.28526999,80.4083186,89.03560174,95.41260982,103.3574178,118.3107969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19402.1298,20518.62307,21193.91306,20911.22702,19706.80964,17800.47617,17198.43267,16404.40471,16377.13278,16285.66689,16114.01896,16366.50401,16545.23771,16936.36919,15362.76919
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.078842484,0.10926711,0.203960517,0.239566341,0.236848217,0.082189307,0.112544342,0.063219637,0.079447087,0.07825635,0.0361782,0.028463965,0.024915311,0.019909789,0.016616674,0.019457364,0.017739727,0.0031962,0.000606617,0.021230632,0.015702579,0.009336996,0.007546646,0.008644873,0.011477777,0.008625725,0.00546485,0.005549375,0.003676007,0.011642061,0.013838995,0.014959492,0.01034408,0.008777851,0.004135843,0.009797013,0.012543638,0.028101375,0.021947046,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42541E+11,1.30134E+11,1.36191E+11,1.53831E+11,2.01924E+11,2.40521E+11,2.47783E+11,2.73318E+11,3.18498E+11,3.54461E+11,3.3E+11,2.96835E+11,2.82626E+11,2.42043E+11,2.3884E+11,2.35145E+11,1.95605E+11,1.93017E+11,1.99351E+11,2.11946E+11,2.05144E+11,1.88835E+11
Greece,GRC,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8576432774,1217801507,-9812668761,-25472793218,-29879508047,-35886666473,-21891460517,-16217568653,-14193386951,-10974546532,-11400308713,-10154596898,-10274273826,-6590411064,
Greece,GRC,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,,,,,,,,,,,0,241395.9551,301019.0265,441502.9581,1146684.934,12721296.19,15920633.59,17006888.81,11038257.89,10766107.87,22381691.35,73327358.3,112918809.2,119131819,123055228.8,131558671.8,52685708.55,75429090.23,53493197.37,69084270.01,89421153.04,61910454.58,44676622.13,24694304.15,21446568.63,29408985.73,32535193.8,26956102.9,10031842.9,1279485.341,36191282.25,55682609.06,25763090.11,26337455.81,145363636.8,107471880.5,103158378.7,155067444,431020885.3,133472168.1,240664514.5,300809529,152460977.4,71031741.55,55274521.89,28080903.6,34597420.41,49234343.91,85376237.02,62326696.21,
Greece,GRC,"Services, value added (current US$)",NV.SRV.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87602488601,94921922424,94477276925,95875985242,92300743661,84783287267,87811019239,99633661773,1.29641E+11,1.57787E+11,1.67654E+11,1.78809E+11,2.13958E+11,2.47738E+11,2.35278E+11,2.08775E+11,1.98261E+11,1.69318E+11,1.67682E+11,1.65994E+11,1.36911E+11,1.33518E+11,1.38873E+11,1.4709E+11,1.42635E+11,1.29461E+11
Greece,GRC,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.364663386,0.722622706,3.959097136,9.749049896,2.691594353,9.817533214,5.316108383,2.215506356,-2.445189793,0.788632328,-0.215823624,4.804850906,-6.130349973,-4.351741736,-13.35871125,-12.66151371,-8.555648949,-8.640732701,2.322711175,1.834475109,-4.034083627,4.546845517,5.742321796,3.746039388,7.468887786
Greece,GRC,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,-652396600,-780785300,-1158282800,-1357615200,-2198724200,-2565197300,-1888356900,-2077914000,-2724619700,-3255101000,-2989385000,-2825354000,-2821471000,-4005053000,-2328517000,-1727610000,-1518335000,-2016238000,-1383894000,-538335000,-366124000,-112489000,-2249013000,-3392972000,-1734281000,-2161292000,-2053562000,-1488845000,-3204229000,-4957378000,-7377377000,-8088246000,-6652067000,-7298107000,-6333790000,-8065640000,-10048298000,-7814977000,-12764126000,-11921177000,-13653063000,-14146523000,-15262776000,-19490877000,-15001525000,-14014216000,-19634793000,-25059861000,-24229177000,-18272935000,-13872552000,-7657781000,-3646215000,-941209000,-256388000,-1804906000,-3300281000,-2901872000,-2513468000,-1365172000,-11012053000
Greece,GRC,Changes in inventories (current LCU),NE.GDI.STKB.CN,-38277400,-5145400,-12382900,38694300,66107500,97504000,59853600,55644200,48566200,104952300,130608000,150220000,157177000,381096000,374618000,383372000,535081000,158562000,-117909000,-407971000,-130495000,-503344000,541740000,82175000,1620924000,1934384000,1641391000,-386618000,1194066000,943959000,1188427000,2662337000,1571769000,1694593000,2416686000,2340107000,2639866000,2577697000,1828548000,-470836000,1673032000,1452753000,1875234000,3667780000,1766977000,2531029000,5372525000,2604428000,1688028000,-5828096000,3198236000,720679000,1070569000,1343857000,1875154000,2305042000,3191077000,413126000,3595296000,3715185000,5524609000
Greece,GRC,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,103.8656237,104.9436925,107.1800435,107.5538888,111.6301573,112.5110364,108.3817354,108.0375419,110.145306,111.2943748,110.6201808,110.5121667,111.1353534,113.5259636,109.8789062,109.5454469,109.609101,108.7137922,107.648217,106.6516553,106.6919093,103.74065,108.3873464,109.1077095,108.2931886,109.5331644,108.2481011,105.5963106,107.4291072,109.5578375,111.6154536,111.4365514,109.6032471,109.3334623,107.2615971,108.2573132,108.922319,106.8296982,109.6751133,108.8654404,110.9789162,110.5624802,110.1232874,111.1008059,108.4822121,108.2764032,110.5022213,112.4838346,112.6065775,109.7794734,107.6010823,105.8544166,104.5761269,102.4620893,101.555134,101.0233779,101.4442918,101.5107689,102.1642199,101.7265288,107.6149175
Greece,GRC,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,3068.062616,3257.655105,3367.78984,3542.917962,3890.638379,4144.506357,4401.518158,4674.586113,5008.197663,5304.717892,5647.770888,5927.517174,6242.857914,6593.539091,6503.370823,6923.992601,7206.386556,7739.592525,8244.293388,8609.055866,8563.68773,8429.203554,8661.357523,8791.689806,8781.415769,8792.078408,8633.252872,8833.743045,9334.783592,9869.865159,10021.78578,10188.35874,10340.62725,10201.32609,10347.79124,10559.43407,10794.21855,11220.34139,11667.81601,12029.65334,12282.86986,12661.95086,13257.17196,13825.09998,14288.35731,14705.94602,15069.72225,15644.08831,16161.79634,15850.13935,14797.81322,13535.44192,12591.38135,12235.36876,12317.91371,12360.78231,12348.34127,12606.72369,12919.4954,13176.93435,12504.76664
Greece,GRC,Military expenditure (current LCU),MS.MIL.XPND.CN,14996000,14770000,14970000,15803000,16570000,18460000,21040000,27560000,32291000,37453000,41696000,45429000,50509000,58668000,92440200,134810000,167170000,198790000,228499000,263510000,284600000,419266000,517300000,567400000,659690000,781120000,821120000,953560000,1144690000,1220330000,1485530000,1683270000,2026830000,2263510000,2554000000,2841760000,3258820000,3664960000,4184030000,4495930000,4894720000,4948450000,5030300000,4461700000,5047600000,5651700000,6064000000,6234600000,7218700000,7660100000,6163900000,5128000000,4603600000,4259252000,4169100000,4344500000,4488200000,4534900000,4877600000,4887200000,
Greece,GRC,Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,1031,1793,2330,3026,4436,15214,39746,54044,71270,95300
